pane,fragment,Rep,mfr,element,ppm
AA,7,3,A,Mg,23740
AA,7,3,A,Mn,18.48
AA,7,3,A,Na,103300
AA,7,3,A,Nd,3.84
AA,7,3,A,Pb,1.169
AA,7,3,A,Rb,2.26
AA,7,3,A,Sr,33.21
AA,7,3,A,Ti,184.9
AA,7,3,A,Zr,51.5
AA,7,4,A,Al,2938
AA,7,4,A,Ba,10.7
AA,7,4,A,Ca,65800
AA,7,4,A,Ce,9.76
AA,7,4,A,Fe,671
AA,7,4,A,Hf,1.29
AA,7,4,A,K,1269
AA,7,4,A,La,4.25
AA,7,4,A,Li,2.34
AA,7,4,A,Mg,23790
AA,7,4,A,Mn,19.63
AA,7,4,A,Na,102770
AA,7,4,A,Nd,4.15
AA,7,4,A,Pb,1.068
AA,7,4,A,Rb,2.21
AA,7,4,A,Sr,33.52
AA,7,4,A,Ti,188.2
AA,7,4,A,Zr,49.4
AA,7,5,A,Al,2953
AA,7,5,A,Ba,11.41
AA,7,5,A,Ca,65560
AA,7,5,A,Ce,9.92
AA,7,5,A,Fe,695
AA,7,5,A,Hf,1.34
AA,7,5,A,K,1275
AA,7,5,A,La,4.45
AA,7,5,A,Li,1.66
AA,7,5,A,Mg,23900
AA,7,5,A,Mn,18.82
AA,7,5,A,Na,103780
AA,7,5,A,Nd,3.95
AA,7,5,A,Pb,1.13
AA,7,5,A,Rb,2.1
AA,7,5,A,Sr,33.55
AA,7,5,A,Ti,179
AA,7,5,A,Zr,50
AA,8,1,A,Al,2782
AA,8,1,A,Ba,11.12
AA,8,1,A,Ca,63910
AA,8,1,A,Ce,9.61
AA,8,1,A,Fe,679
AA,8,1,A,Hf,1.206
AA,8,1,A,K,1267
AA,8,1,A,La,4.24
AA,8,1,A,Li,2.46
AA,8,1,A,Mg,23200
AA,8,1,A,Mn,18.49
AA,8,1,A,Na,102780
AA,8,1,A,Nd,3.75
AA,8,1,A,Pb,1.156
AA,8,1,A,Rb,2.3
AA,8,1,A,Sr,32.28
AA,8,1,A,Ti,178.2
AA,8,1,A,Zr,45.82
AA,8,2,A,Al,2881
AA,8,2,A,Ba,11.1
AA,8,2,A,Ca,65380
AA,8,2,A,Ce,9.51
AA,8,2,A,Fe,676
AA,8,2,A,Hf,1.143
AA,8,2,A,K,1272
AA,8,2,A,La,4.18
AA,8,2,A,Li,1.62
AA,8,2,A,Mg,23680
AA,8,2,A,Mn,18.58
AA,8,2,A,Na,102770
AA,8,2,A,Nd,3.9
AA,8,2,A,Pb,1.163
AA,8,2,A,Rb,2.19
AA,8,2,A,Sr,32.29
AA,8,2,A,Ti,183.2
AA,8,2,A,Zr,46.2
AA,8,3,A,Al,2800
AA,8,3,A,Ba,10.37
AA,8,3,A,Ca,63740
AA,8,3,A,Ce,9.45
AA,8,3,A,Fe,666
AA,8,3,A,Hf,1.137
AA,8,3,A,K,1257
AA,8,3,A,La,4.14
AA,8,3,A,Li,1.74
AA,8,3,A,Mg,23040
AA,8,3,A,Mn,18.51
AA,8,3,A,Na,102140
AA,8,3,A,Nd,3.61
AA,8,3,A,Pb,1.138
AA,8,3,A,Rb,2.24
AA,8,3,A,Sr,31.36
AA,8,3,A,Ti,180.8
AA,8,3,A,Zr,46
AA,8,4,A,Al,2735
AA,8,4,A,Ba,10.8
AA,8,4,A,Ca,63180
AA,8,4,A,Ce,9.46
AA,8,4,A,Fe,687
AA,8,4,A,Hf,1.22
AA,8,4,A,K,1270
AA,8,4,A,La,4.09
AA,8,4,A,Li,1.8
AA,8,4,A,Mg,23260
AA,8,4,A,Mn,18.52
AA,8,4,A,Na,102650
AA,8,4,A,Nd,3.49
AA,8,4,A,Pb,1.125
AA,8,4,A,Rb,2.18
AA,8,4,A,Sr,31.6
AA,8,4,A,Ti,175.7
AA,8,4,A,Zr,45.3
AA,8,5,A,Al,2798
AA,8,5,A,Ba,10.99
AA,8,5,A,Ca,64240
AA,8,5,A,Ce,9.51
AA,8,5,A,Fe,653
AA,8,5,A,Hf,1.2
AA,8,5,A,K,1253.3
AA,8,5,A,La,4.34
AA,8,5,A,Li,1.98
AA,8,5,A,Mg,23590
AA,8,5,A,Mn,17.85
AA,8,5,A,Na,101970
AA,8,5,A,Nd,3.42
AA,8,5,A,Pb,1.085
AA,8,5,A,Rb,2.04
AA,8,5,A,Sr,31.47
AA,8,5,A,Ti,169.8
AA,8,5,A,Zr,47.64
AA,9,1,A,Al,2680
AA,9,1,A,Ba,11.15
AA,9,1,A,Ca,63330
AA,9,1,A,Ce,9.89
AA,9,1,A,Fe,700
AA,9,1,A,Hf,1.18
AA,9,1,A,K,1274
AA,9,1,A,La,4.13
AA,9,1,A,Li,2.12
AA,9,1,A,Mg,23150
AA,9,1,A,Mn,19.1
AA,9,1,A,Na,102800
AA,9,1,A,Nd,3.63
AA,9,1,A,Pb,1.195
AA,9,1,A,Rb,2.29
AA,9,1,A,Sr,31.23
AA,9,1,A,Ti,175.3
AA,9,1,A,Zr,45.4
AA,9,2,A,Al,2661
AA,9,2,A,Ba,10.69
AA,9,2,A,Ca,63420
AA,9,2,A,Ce,9.77
AA,9,2,A,Fe,674
AA,9,2,A,Hf,1.05
AA,9,2,A,K,1290
AA,9,2,A,La,4.14
AA,9,2,A,Li,2.1
AA,9,2,A,Mg,23420
AA,9,2,A,Mn,18.53
AA,9,2,A,Na,104200
AA,9,2,A,Nd,3.87
AA,9,2,A,Pb,1.092
AA,9,2,A,Rb,2.24
AA,9,2,A,Sr,32.06
AA,9,2,A,Ti,170.1
AA,9,2,A,Zr,45
AA,9,3,A,Al,2740
AA,9,3,A,Ba,10.64
AA,9,3,A,Ca,64130
AA,9,3,A,Ce,9.48
AA,9,3,A,Fe,675
AA,9,3,A,Hf,1.22
AA,9,3,A,K,1274
AA,9,3,A,La,4.2
AA,9,3,A,Li,2.55
AA,9,3,A,Mg,22990
AA,9,3,A,Mn,18.29
AA,9,3,A,Na,102780
AA,9,3,A,Nd,3.2
AA,9,3,A,Pb,1.152
AA,9,3,A,Rb,2.11
AA,9,3,A,Sr,31.97
AA,9,3,A,Ti,176.3
AA,9,3,A,Zr,44.3
AA,9,4,A,Al,2782
AA,9,4,A,Ba,10.76
AA,9,4,A,Ca,64710
AA,9,4,A,Ce,9.6
AA,9,4,A,Fe,667
AA,9,4,A,Hf,1.155
AA,9,4,A,K,1279.7
AA,9,4,A,La,4.11
AA,9,4,A,Li,2.11
AA,9,4,A,Mg,23290
AA,9,4,A,Mn,18.72
AA,9,4,A,Na,103160
AA,9,4,A,Nd,3.63
AA,9,4,A,Pb,1.137
AA,9,4,A,Rb,2.04
AA,9,4,A,Sr,32.48
AA,9,4,A,Ti,174.7
AA,9,4,A,Zr,47.7
AA,9,5,A,Al,2754
AA,9,5,A,Ba,11.02
AA,9,5,A,Ca,64310
AA,9,5,A,Ce,9.53
AA,9,5,A,Fe,675
AA,9,5,A,Hf,1.32
AA,9,5,A,K,1283
AA,9,5,A,La,4.2
AA,9,5,A,Li,2.21
AA,9,5,A,Mg,23260
AA,9,5,A,Mn,18.12
AA,9,5,A,Na,103330
AA,9,5,A,Nd,3.5
AA,9,5,A,Pb,1.105
AA,9,5,A,Rb,2.12
AA,9,5,A,Sr,32.2
AA,9,5,A,Ti,178.5
AA,9,5,A,Zr,45.11
AA,10,1,A,Al,2703
AA,10,1,A,Ba,10.92
AA,10,1,A,Ca,63750
AA,10,1,A,Ce,9.61
AA,10,1,A,Fe,685
AA,10,1,A,Hf,1.142
AA,10,1,A,K,1276
AA,10,1,A,La,4.03
AA,10,1,A,Li,2.59
AA,10,1,A,Mg,23390
AA,10,1,A,Mn,18.57
AA,10,1,A,Na,103000
AA,10,1,A,Nd,3.32
AA,10,1,A,Pb,1.136
AA,10,1,A,Rb,2.18
AA,10,1,A,Sr,31.37
AA,10,1,A,Ti,171.8
AA,10,1,A,Zr,45
AA,10,2,A,Al,2674
AA,10,2,A,Ba,11.83
AA,10,2,A,Ca,63140
AA,10,2,A,Ce,9.63
AA,10,2,A,Fe,690
AA,10,2,A,Hf,1.15
AA,10,2,A,K,1278
AA,10,2,A,La,4.01
AA,10,2,A,Li,1.89
AA,10,2,A,Mg,23130
AA,10,2,A,Mn,18.41
AA,10,2,A,Na,102900
AA,10,2,A,Nd,3.72
AA,10,2,A,Pb,1.087
AA,10,2,A,Rb,2.34
AA,10,2,A,Sr,31.58
AA,10,2,A,Ti,175.9
AA,10,2,A,Zr,44.9
AA,10,3,A,Al,2715
AA,10,3,A,Ba,10.7
AA,10,3,A,Ca,63830
AA,10,3,A,Ce,9.31
AA,10,3,A,Fe,676
AA,10,3,A,Hf,1.085
AA,10,3,A,K,1263.3
AA,10,3,A,La,4.08
AA,10,3,A,Li,2.01
AA,10,3,A,Mg,23360
AA,10,3,A,Mn,18.67
AA,10,3,A,Na,102920
AA,10,3,A,Nd,3.56
AA,10,3,A,Pb,1.075
AA,10,3,A,Rb,2.17
AA,10,3,A,Sr,31.62
AA,10,3,A,Ti,174.5
AA,10,3,A,Zr,43.9
AA,10,4,A,Al,2706
AA,10,4,A,Ba,10.51
AA,10,4,A,Ca,63860
AA,10,4,A,Ce,9.45
AA,10,4,A,Fe,685
AA,10,4,A,Hf,1.186
AA,10,4,A,K,1279
AA,10,4,A,La,3.98
AA,10,4,A,Li,2.59
AA,10,4,A,Mg,23390
AA,10,4,A,Mn,18.52
AA,10,4,A,Na,102670
AA,10,4,A,Nd,3.48
AA,10,4,A,Pb,1.124
AA,10,4,A,Rb,2.08
AA,10,4,A,Sr,32.39
AA,10,4,A,Ti,177.6
AA,10,4,A,Zr,44.79
AA,10,5,A,Al,2707
AA,10,5,A,Ba,11.15
AA,10,5,A,Ca,63290
AA,10,5,A,Ce,9.59
AA,10,5,A,Fe,684
AA,10,5,A,Hf,1.2
AA,10,5,A,K,1277
AA,10,5,A,La,4.05
AA,10,5,A,Li,2.13
AA,10,5,A,Mg,23350
AA,10,5,A,Mn,18.82
AA,10,5,A,Na,102930
AA,10,5,A,Nd,3.5
AA,10,5,A,Pb,1.108
AA,10,5,A,Rb,2.1
AA,10,5,A,Sr,31.25
AA,10,5,A,Ti,166.2
AA,10,5,A,Zr,44.22
AA,11,1,A,Al,2700
AA,11,1,A,Ba,10.7
AA,11,1,A,Ca,62580
AA,11,1,A,Ce,9.33
AA,11,1,A,Fe,669
AA,11,1,A,Hf,1.098
AA,11,1,A,K,1263
AA,11,1,A,La,4.16
AA,11,1,A,Li,2.2
AA,11,1,A,Mg,23230
AA,11,1,A,Mn,18.35
AA,11,1,A,Na,103070
AA,11,1,A,Nd,3.42
AA,11,1,A,Pb,1.194
AA,11,1,A,Rb,2.17
AA,11,1,A,Sr,31.03
AA,11,1,A,Ti,172.3
AA,11,1,A,Zr,43.76
AA,11,2,A,Al,2798
AA,11,2,A,Ba,10.36
AA,11,2,A,Ca,64190
AA,11,2,A,Ce,9.37
AA,11,2,A,Fe,669
AA,11,2,A,Hf,1.244
AA,11,2,A,K,1270
AA,11,2,A,La,4.2
AA,11,2,A,Li,2.08
AA,11,2,A,Mg,23440
AA,11,2,A,Mn,18.56
AA,11,2,A,Na,102240
AA,11,2,A,Nd,3.49
AA,11,2,A,Pb,1.129
AA,11,2,A,Rb,2.13
AA,11,2,A,Sr,32.34
AA,11,2,A,Ti,173.9
AA,11,2,A,Zr,47
AA,11,3,A,Al,2808
AA,11,3,A,Ba,10.15
AA,11,3,A,Ca,64070
AA,11,3,A,Ce,9.36
AA,11,3,A,Fe,672
AA,11,3,A,Hf,1.19
AA,11,3,A,K,1271
AA,11,3,A,La,4.12
AA,11,3,A,Li,1.72
AA,11,3,A,Mg,23350
AA,11,3,A,Mn,18.63
AA,11,3,A,Na,102270
AA,11,3,A,Nd,3.39
AA,11,3,A,Pb,1.195
AA,11,3,A,Rb,2.18
AA,11,3,A,Sr,31.77
AA,11,3,A,Ti,177
AA,11,3,A,Zr,44.5
AA,11,4,A,Al,2732
AA,11,4,A,Ba,10.42
AA,11,4,A,Ca,63490
AA,11,4,A,Ce,9.45
AA,11,4,A,Fe,662
AA,11,4,A,Hf,1.21
AA,11,4,A,K,1275
AA,11,4,A,La,4.13
AA,11,4,A,Li,1.82
AA,11,4,A,Mg,23210
AA,11,4,A,Mn,18.01
AA,11,4,A,Na,102930
AA,11,4,A,Nd,3.42
AA,11,4,A,Pb,1.093
AA,11,4,A,Rb,2.09
AA,11,4,A,Sr,31.57
AA,11,4,A,Ti,178.2
AA,11,4,A,Zr,44.41
AA,11,5,A,Al,2665
AA,11,5,A,Ba,10.92
AA,11,5,A,Ca,62870
AA,11,5,A,Ce,9.32
AA,11,5,A,Fe,664
AA,11,5,A,Hf,1.22
AA,11,5,A,K,1259.1
AA,11,5,A,La,4.02
AA,11,5,A,Li,1.89
AA,11,5,A,Mg,23190
AA,11,5,A,Mn,18.14
AA,11,5,A,Na,102700
AA,11,5,A,Nd,3.39
AA,11,5,A,Pb,1.11
AA,11,5,A,Rb,2.15
AA,11,5,A,Sr,31.19
AA,11,5,A,Ti,173
AA,11,5,A,Zr,44.1
AA,12,1,A,Al,3011
AA,12,1,A,Ba,11.51
AA,12,1,A,Ca,66320
AA,12,1,A,Ce,9.55
AA,12,1,A,Fe,700
AA,12,1,A,Hf,1.39
AA,12,1,A,K,1282.2
AA,12,1,A,La,4.37
AA,12,1,A,Li,1.99
AA,12,1,A,Mg,23780
AA,12,1,A,Mn,19.13
AA,12,1,A,Na,103880
AA,12,1,A,Nd,3.49
AA,12,1,A,Pb,1.126
AA,12,1,A,Rb,2.05
AA,12,1,A,Sr,33.25
AA,12,1,A,Ti,190.1
AA,12,1,A,Zr,50.4
AA,12,2,A,Al,2998
AA,12,2,A,Ba,11.33
AA,12,2,A,Ca,66360
AA,12,2,A,Ce,9.87
AA,12,2,A,Fe,685
AA,12,2,A,Hf,1.23
AA,12,2,A,K,1285
AA,12,2,A,La,4.51
AA,12,2,A,Li,1.46
AA,12,2,A,Mg,23820
AA,12,2,A,Mn,18.48
AA,12,2,A,Na,103520
AA,12,2,A,Nd,3.66
AA,12,2,A,Pb,1.092
AA,12,2,A,Rb,2.03
AA,12,2,A,Sr,33.17
AA,12,2,A,Ti,188.1
AA,12,2,A,Zr,50.6
AA,12,3,A,Al,3013
AA,12,3,A,Ba,11.8
AA,12,3,A,Ca,66550
AA,12,3,A,Ce,9.62
AA,12,3,A,Fe,682
AA,12,3,A,Hf,1.29
AA,12,3,A,K,1297
AA,12,3,A,La,4.48
AA,12,3,A,Li,2.19
AA,12,3,A,Mg,24050
AA,12,3,A,Mn,18.37
AA,12,3,A,Na,104380
AA,12,3,A,Nd,3.62
AA,12,3,A,Pb,1.167
AA,12,3,A,Rb,2.19
AA,12,3,A,Sr,33.36
AA,12,3,A,Ti,177.9
AA,12,3,A,Zr,51.6
AA,12,4,A,Al,3026
AA,12,4,A,Ba,11.66
AA,12,4,A,Ca,66250
AA,12,4,A,Ce,9.95
AA,12,4,A,Fe,688
AA,12,4,A,Hf,1.34
AA,12,4,A,K,1298
AA,12,4,A,La,4.66
AA,12,4,A,Li,2.34
AA,12,4,A,Mg,24120
AA,12,4,A,Mn,18.69
AA,12,4,A,Na,105060
AA,12,4,A,Nd,3.75
AA,12,4,A,Pb,1.144
AA,12,4,A,Rb,2.35
AA,12,4,A,Sr,33.05
AA,12,4,A,Ti,191.6
AA,12,4,A,Zr,52.6
AA,12,5,A,Al,2985
AA,12,5,A,Ba,11.46
AA,12,5,A,Ca,66420
AA,12,5,A,Ce,9.55
AA,12,5,A,Fe,684
AA,12,5,A,Hf,1.29
AA,12,5,A,K,1280
AA,12,5,A,La,4.38
AA,12,5,A,Li,2.04
AA,12,5,A,Mg,23730
AA,12,5,A,Mn,18.56
AA,12,5,A,Na,103720
AA,12,5,A,Nd,3.77
AA,12,5,A,Pb,1.164
AA,12,5,A,Rb,2.1
AA,12,5,A,Sr,33.29
AA,12,5,A,Ti,182.4
AA,12,5,A,Zr,50.1
AA,13,1,A,Al,3000
AA,13,1,A,Ba,11.5
AA,13,1,A,Ca,66160
AA,13,1,A,Ce,9.82
AA,13,1,A,Fe,698
AA,13,1,A,Hf,1.37
AA,13,1,A,K,1278.2
AA,13,1,A,La,4.51
AA,13,1,A,Li,2.17
AA,13,1,A,Mg,23900
AA,13,1,A,Mn,18.8
AA,13,1,A,Na,103790
AA,13,1,A,Nd,3.87
AA,13,1,A,Pb,1.181
AA,13,1,A,Rb,2.33
AA,13,1,A,Sr,33.49
AA,13,1,A,Ti,182.1
AA,13,1,A,Zr,51.5
AA,13,2,A,Al,2900
AA,13,2,A,Ba,11.39
AA,13,2,A,Ca,64800
AA,13,2,A,Ce,9.78
AA,13,2,A,Fe,683
AA,13,2,A,Hf,1.24
AA,13,2,A,K,1260
AA,13,2,A,La,4.3
AA,13,2,A,Li,1.55
AA,13,2,A,Mg,23640
AA,13,2,A,Mn,18.82
AA,13,2,A,Na,102680
AA,13,2,A,Nd,3.57
AA,13,2,A,Pb,1.18
AA,13,2,A,Rb,2
AA,13,2,A,Sr,32.95
AA,13,2,A,Ti,178.4
AA,13,2,A,Zr,48.5
AA,13,3,A,Al,2878
AA,13,3,A,Ba,11.25
AA,13,3,A,Ca,65640
AA,13,3,A,Ce,9.71
AA,13,3,A,Fe,676
AA,13,3,A,Hf,1.35
AA,13,3,A,K,1265
AA,13,3,A,La,4.34
AA,13,3,A,Li,1.77
AA,13,3,A,Mg,23760
AA,13,3,A,Mn,18.91
AA,13,3,A,Na,103400
AA,13,3,A,Nd,3.71
AA,13,3,A,Pb,1.145
AA,13,3,A,Rb,2.12
AA,13,3,A,Sr,32.61
AA,13,3,A,Ti,181.2
AA,13,3,A,Zr,49.59
AA,13,4,A,Al,2807
AA,13,4,A,Ba,11.16
AA,13,4,A,Ca,64440
AA,13,4,A,Ce,9.65
AA,13,4,A,Fe,678
AA,13,4,A,Hf,1.28
AA,13,4,A,K,1252.9
AA,13,4,A,La,4.27
AA,13,4,A,Li,1.95
AA,13,4,A,Mg,23340
AA,13,4,A,Mn,18.61
AA,13,4,A,Na,103100
AA,13,4,A,Nd,3.58
AA,13,4,A,Pb,1.125
AA,13,4,A,Rb,1.98
AA,13,4,A,Sr,32.29
AA,13,4,A,Ti,178.5
AA,13,4,A,Zr,47.42
AA,13,5,A,Al,2837
AA,13,5,A,Ba,10.74
AA,13,5,A,Ca,64670
AA,13,5,A,Ce,9.72
AA,13,5,A,Fe,703
AA,13,5,A,Hf,1.21
AA,13,5,A,K,1265
AA,13,5,A,La,4.34
AA,13,5,A,Li,1.61
AA,13,5,A,Mg,23620
AA,13,5,A,Mn,18.68
AA,13,5,A,Na,102650
AA,13,5,A,Nd,3.74
AA,13,5,A,Pb,1.139
AA,13,5,A,Rb,2.19
AA,13,5,A,Sr,32.83
AA,13,5,A,Ti,171.8
AA,13,5,A,Zr,46.2
AA,14,1,A,Al,2891
AA,14,1,A,Ba,11.36
AA,14,1,A,Ca,64650
AA,14,1,A,Ce,9.63
AA,14,1,A,Fe,679
AA,14,1,A,Hf,1.246
AA,14,1,A,K,1265
AA,14,1,A,La,4.19
AA,14,1,A,Li,1.99
AA,14,1,A,Mg,23430
AA,14,1,A,Mn,18.06
AA,14,1,A,Na,103380
AA,14,1,A,Nd,3.61
AA,14,1,A,Pb,1.193
AA,14,1,A,Rb,2.18
AA,14,1,A,Sr,32.41
AA,14,1,A,Ti,184.4
AA,14,1,A,Zr,49.2
AA,14,2,A,Al,2886
AA,14,2,A,Ba,11
AA,14,2,A,Ca,65290
AA,14,2,A,Ce,9.64
AA,14,2,A,Fe,684
AA,14,2,A,Hf,1.34
AA,14,2,A,K,1273
AA,14,2,A,La,4.32
AA,14,2,A,Li,2.36
AA,14,2,A,Mg,23520
AA,14,2,A,Mn,18.71
AA,14,2,A,Na,103390
AA,14,2,A,Nd,3.63
AA,14,2,A,Pb,1.212
AA,14,2,A,Rb,2.19
AA,14,2,A,Sr,32.79
AA,14,2,A,Ti,176.4
AA,14,2,A,Zr,48.77
AA,14,3,A,Al,2893
AA,14,3,A,Ba,11.38
AA,14,3,A,Ca,64750
AA,14,3,A,Ce,9.62
AA,14,3,A,Fe,685
AA,14,3,A,Hf,1.53
AA,14,3,A,K,1265
AA,14,3,A,La,4.19
AA,14,3,A,Li,2.15
AA,14,3,A,Mg,23500
AA,14,3,A,Mn,18.12
AA,14,3,A,Na,103470
AA,14,3,A,Nd,3.78
AA,14,3,A,Pb,1.118
AA,14,3,A,Rb,2.24
AA,14,3,A,Sr,32.13
AA,14,3,A,Ti,176.1
AA,14,3,A,Zr,52.1
AA,14,4,A,Al,2909
AA,14,4,A,Ba,10.27
AA,14,4,A,Ca,64900
AA,14,4,A,Ce,9.68
AA,14,4,A,Fe,674
AA,14,4,A,Hf,1.234
AA,14,4,A,K,1279
AA,14,4,A,La,4.29
AA,14,4,A,Li,1.73
AA,14,4,A,Mg,23610
AA,14,4,A,Mn,18.61
AA,14,4,A,Na,104600
AA,14,4,A,Nd,3.72
AA,14,4,A,Pb,1.14
AA,14,4,A,Rb,2.21
AA,14,4,A,Sr,32.96
AA,14,4,A,Ti,173.4
AA,14,4,A,Zr,48.8
AA,14,5,A,Al,2867
AA,14,5,A,Ba,11.18
AA,14,5,A,Ca,64730
AA,14,5,A,Ce,9.45
AA,14,5,A,Fe,675
AA,14,5,A,Hf,1.274
AA,14,5,A,K,1281
AA,14,5,A,La,4.28
AA,14,5,A,Li,2.36
AA,14,5,A,Mg,23420
AA,14,5,A,Mn,18.36
AA,14,5,A,Na,104430
AA,14,5,A,Nd,3.41
AA,14,5,A,Pb,1.152
AA,14,5,A,Rb,2.14
AA,14,5,A,Sr,32.1
AA,14,5,A,Ti,173.2
AA,14,5,A,Zr,48.83
AA,14,6,A,Al,2870
AA,14,6,A,Ba,10.98
AA,14,6,A,Ca,64240
AA,14,6,A,Ce,9.61
AA,14,6,A,Fe,679
AA,14,6,A,Hf,1.286
AA,14,6,A,K,1273.4
AA,14,6,A,La,4.24
AA,14,6,A,Li,1.97
AA,14,6,A,Mg,23500
AA,14,6,A,Mn,18.14
AA,14,6,A,Na,103410
AA,14,6,A,Nd,3.93
AA,14,6,A,Pb,1.14
AA,14,6,A,Rb,2.06
AA,14,6,A,Sr,32.33
AA,14,6,A,Ti,182.9
AA,14,6,A,Zr,49.55
AA,14,7,A,Al,2883
AA,14,7,A,Ba,11.26
AA,14,7,A,Ca,64740
AA,14,7,A,Ce,9.65
AA,14,7,A,Fe,679
AA,14,7,A,Hf,1.4
AA,14,7,A,K,1265
AA,14,7,A,La,4.34
AA,14,7,A,Li,2.31
AA,14,7,A,Mg,23570
AA,14,7,A,Mn,18.27
AA,14,7,A,Na,103090
AA,14,7,A,Nd,3.73
AA,14,7,A,Pb,1.167
AA,14,7,A,Rb,2.21
AA,14,7,A,Sr,32.27
AA,14,7,A,Ti,186
AA,14,7,A,Zr,49.9
AA,14,8,A,Al,2894
AA,14,8,A,Ba,11.19
AA,14,8,A,Ca,64610
AA,14,8,A,Ce,9.39
AA,14,8,A,Fe,693
AA,14,8,A,Hf,1.289
AA,14,8,A,K,1262
AA,14,8,A,La,4.25
AA,14,8,A,Li,1.66
AA,14,8,A,Mg,23440
AA,14,8,A,Mn,18.67
AA,14,8,A,Na,103660
AA,14,8,A,Nd,3.8
AA,14,8,A,Pb,1.163
AA,14,8,A,Rb,2.27
AA,14,8,A,Sr,31.56
AA,14,8,A,Ti,180.3
AA,14,8,A,Zr,49.6
AA,14,9,A,Al,2881
AA,14,9,A,Ba,10.72
AA,14,9,A,Ca,63840
AA,14,9,A,Ce,9.57
AA,14,9,A,Fe,672
AA,14,9,A,Hf,1.26
AA,14,9,A,K,1262.6
AA,14,9,A,La,4.35
AA,14,9,A,Li,2.19
AA,14,9,A,Mg,23380
AA,14,9,A,Mn,18.3
AA,14,9,A,Na,103710
AA,14,9,A,Nd,3.55
AA,14,9,A,Pb,1.166
AA,14,9,A,Rb,2.12
AA,14,9,A,Sr,31.94
AA,14,9,A,Ti,185.6
AA,14,9,A,Zr,46.9
AA,14,10,A,Al,2866
AA,14,10,A,Ba,10.97
AA,14,10,A,Ca,63750
AA,14,10,A,Ce,9.54
AA,14,10,A,Fe,683
AA,14,10,A,Hf,1.2
AA,14,10,A,K,1273
AA,14,10,A,La,4.26
AA,14,10,A,Li,1.83
AA,14,10,A,Mg,23190
AA,14,10,A,Mn,18.35
AA,14,10,A,Na,103580
AA,14,10,A,Nd,3.61
AA,14,10,A,Pb,1.128
AA,14,10,A,Rb,2.05
AA,14,10,A,Sr,31.96
AA,14,10,A,Ti,178.5
AA,14,10,A,Zr,45.9
AA,14,11,A,Al,2893
AA,14,11,A,Ba,11.15
AA,14,11,A,Ca,64890
AA,14,11,A,Ce,9.72
AA,14,11,A,Fe,685
AA,14,11,A,Hf,1.25
AA,14,11,A,K,1266
AA,14,11,A,La,4.35
AA,14,11,A,Li,2.31
AA,14,11,A,Mg,23640
AA,14,11,A,Mn,18.45
AA,14,11,A,Na,103450
AA,14,11,A,Nd,3.72
AA,14,11,A,Pb,1.119
AA,14,11,A,Rb,2.2
AA,14,11,A,Sr,32.51
AA,14,11,A,Ti,178.3
AA,14,11,A,Zr,48
AA,14,12,A,Al,2971
AA,14,12,A,Ba,11.73
AA,14,12,A,Ca,66550
AA,14,12,A,Ce,9.72
AA,14,12,A,Fe,682
AA,14,12,A,Hf,1.27
AA,14,12,A,K,1281
AA,14,12,A,La,4.37
AA,14,12,A,Li,2.4
AA,14,12,A,Mg,23930
AA,14,12,A,Mn,18.97
AA,14,12,A,Na,104210
AA,14,12,A,Nd,3.8
AA,14,12,A,Pb,1.092
AA,14,12,A,Rb,2.13
AA,14,12,A,Sr,32.91
AA,14,12,A,Ti,186.5
AA,14,12,A,Zr,47.9
AA,14,13,A,Al,2868
AA,14,13,A,Ba,10.11
AA,14,13,A,Ca,64400
AA,14,13,A,Ce,9.62
AA,14,13,A,Fe,665
AA,14,13,A,Hf,1.22
AA,14,13,A,K,1263
AA,14,13,A,La,4.27
AA,14,13,A,Li,2.24
AA,14,13,A,Mg,23490
AA,14,13,A,Mn,18.08
AA,14,13,A,Na,103510
AA,14,13,A,Nd,3.77
AA,14,13,A,Pb,1.14
AA,14,13,A,Rb,2.25
AA,14,13,A,Sr,32.5
AA,14,13,A,Ti,182.5
AA,14,13,A,Zr,48.9
AA,14,14,A,Al,2963
AA,14,14,A,Ba,11.03
AA,14,14,A,Ca,65400
AA,14,14,A,Ce,9.81
AA,14,14,A,Fe,697
AA,14,14,A,Hf,1.315
AA,14,14,A,K,1286
AA,14,14,A,La,4.49
AA,14,14,A,Li,1.56
AA,14,14,A,Mg,23730
AA,14,14,A,Mn,18.19
AA,14,14,A,Na,103300
AA,14,14,A,Nd,3.57
AA,14,14,A,Pb,1.132
AA,14,14,A,Rb,2.17
AA,14,14,A,Sr,32.24
AA,14,14,A,Ti,179.2
AA,14,14,A,Zr,51.8
AA,14,15,A,Al,2896
AA,14,15,A,Ba,11.21
AA,14,15,A,Ca,64300
AA,14,15,A,Ce,9.78
AA,14,15,A,Fe,685
AA,14,15,A,Hf,1.341
AA,14,15,A,K,1269
AA,14,15,A,La,4.28
AA,14,15,A,Li,1.95
AA,14,15,A,Mg,23650
AA,14,15,A,Mn,18.07
AA,14,15,A,Na,103530
AA,14,15,A,Nd,3.72
AA,14,15,A,Pb,1.148
AA,14,15,A,Rb,2.08
AA,14,15,A,Sr,32.44
AA,14,15,A,Ti,183
AA,14,15,A,Zr,49
AA,14,16,A,Al,2843
AA,14,16,A,Ba,11.35
AA,14,16,A,Ca,64230
AA,14,16,A,Ce,9.65
AA,14,16,A,Fe,661
AA,14,16,A,Hf,1.31
AA,14,16,A,K,1287
